Gard ID,identifiers,Number of Matches,QID,Match Gard ID
10304,ORPHANET:251076 |,1,Q4645274 | ,True
12816,ORPHANET:228399 |,1,Q55786239 | ,True
370,OMIM:214900 | ORPHANET:1414 | UMLS:C0268314 |,1,Q300801 | ,True
4775,OMIM:305400 | ORPHANET:915 | UMLS:C0175701 |,1,Q303123 | ,True
10074,UMLS:C2930877 |,0,,
9181,OMIM:100070 | ORPHANET:86 | UMLS:C0162871 |,2,Q2256736 | Q18928494 | ,
1265,OMIM:118350 | UMLS:C2930928 |,1,Q55780414 | ,False
439,UMLS:C2930929 |,0,,
9226,OMIM:605552 |,2,Q27164421 | Q657193 | ,
5706,,0,,
5,OMIM:200100 | ORPHANET:14 |,1,Q319812 | ,True
3,OMIM:200110 | ORPHANET:920 | UMLS:C1860224 |,1,Q3508585 | ,True
360,OMIM:302905 | ORPHANET:921 | UMLS:C1844862 |,1,Q4669630 | ,True
2336,ORPHANET:1658 |,1,Q22965397 | ,True
8518,OMIM:231970 |,1,Q4669696 | ,True
9253,UMLS:C0431371 |,1,Q55789858 | ,True
8707,OMIM:275220 | ORPHANET:93322 |,1,Q17127709 | ,False
8309,OMIM:188740 | ORPHANET:988 | UMLS:C1861099 |,2,Q56014402 | Q17122962 | ,
9489,OMIM:113700 |,2,Q2080253 | Q4813329 | ,
8709,OMIM:168860 | ORPHANET:86789 |,1,Q55781346 | ,False
361,OMIM:206500 | ORPHANET:945 |,2,Q529292 | Q48686 | ,
9285,UMLS:C0033129 |,1,Q922971 | ,True
4,,0,,
8604,UMLS:C0846967 |,1,Q2822569 | ,True
453,OMIM:200170 | UMLS:C1860215 |,2,Q415833 | Q55998504 | ,
9823,UMLS:C0344580 |,0,,
363,OMIM:115500 | ORPHANET:926 | OMIM:614097 |,2,Q3273331 | Q424724 | ,
8546,OMIM:170980 | UMLS:C1868426 |,1,Q55781358 | ,True
454,ORPHANET:674 | UMLS:C0266268 |,1,Q4672542 | ,True
10762,OMIM:211800 |,1,Q4650574 | ,True
9499,OMIM:604290 | ORPHANET:48818 |,1,Q337604 | ,True
9154,OMIM:100678 | UMLS:C0342735 |,0,,
8602,OMIM:600184 |,0,,
456,OMIM:200450 | ORPHANET:929 | UMLS:C1860212 |,1,Q18553480 | ,True
8176,OMIM:100700 | UMLS:C1332135 |,1,Q4673499 | ,True
5709,UMLS:C0271732 |,0,,
376,OMIM:200500 | ORPHANET:931 | UMLS:C0265559 |,1,Q4673593 | ,True
2882,ORPHANET:932 | UMLS:C0001079 | OMIM:200600 | OMIM:600972 | OMIM:200610 |,5,Q18018153 | Q17010855 | Q2823145 | Q17010866 | Q5959327 | ,
459,OMIM:200600 | ORPHANET:93299 | UMLS:C0265273 |,1,Q18018153 | ,True
460,OMIM:600972 | ORPHANET:93298 | UMLS:C0265274 |,1,Q17010855 | ,True
8713,OMIM:200610 | ORPHANET:93296 | UMLS:C0220685 |,3,Q9190289 | Q17010866 | Q5959327 | ,
8173,OMIM:100800 | ORPHANET:15 |,1,Q340594 | ,True
2988,OMIM:200900 | UMLS:C1860168 | ORPHANET:935 |,1,Q55781626 | ,True
463,OMIM:200900 | UMLS:C2931087 |,1,Q55781626 | ,False
9649,OMIM:216900 | UMLS:C1857618 |,1,Q27677583 | ,True
9650,OMIM:262300 | UMLS:C1849792 |,1,Q27677584 | ,True
8568,,0,,
468,UMLS:C2931755 |,0,,
223,ORPHANET:252175 |,1,Q423965 | ,True
5717,UMLS:C0235585 |,0,,
9596,,0,,
8605,ORPHANET:91385 | UMLS:C2931758 |,1,Q4674768 | ,True
12603,ORPHANET:79086 |,1,Q4674772 | ,True
10350,UMLS:C1096116 | ORPHANET:73274 |,1,Q18967049 | ,False
6405,UMLS:C0272325 |,0,,
10898,ORPHANET:98872 |,1,Q751631 | ,False
5573,ORPHANET:99147 |,1,Q50349812 | ,True
478,,0,,
9570,UMLS:C0346037 | SNOMED CT:254732008 |,1,Q4675038 | ,True
12863,ORPHANET:263534 | OMIM:609796 |,1,Q55783694 | ,True
483,,0,,
511,ORPHANET:956 |,1,Q55788913 | ,True
5721,OMIM:200990 | ORPHANET:36 |,1,Q4675304 | ,True
10605,OMIM:607778 | ORPHANET:63446 | UMLS:C1843096 |,1,Q18553334 | ,True
1167,ORPHANET:2008 | OMIM:600460 |,1,Q55782856 | ,False
2096,OMIM:200995 | ORPHANET:221054 | UMLS:C1860157 |,1,Q17122137 | ,False
486,OMIM:101120 |,1,Q2888275 | ,False
5722,UMLS:C0001197 |,1,Q4675757 | ,True
5723,OMIM:201100 | ORPHANET:37 |,1,Q937818 | ,True
5724,OMIM:101800 | ORPHANET:950 | UMLS:C0220659 | OMIM:614613 |,1,Q4357287 | , has more than one gard id
491,ORPHANET:2956 | UMLS:C2931761 |,1,Q55787193 | ,False
10076,OMIM:603740 | UMLS:C1863556 |,1,Q55783344 | ,True
494,ORPHANET:1786 | OMIM:101805 |,1,Q21154052 | ,True
499,OMIM:601829 | ORPHANET:1787 | UMLS:C1866168 |,1,Q21154053 | ,False
495,,0,,
496,OMIM:201170 | ORPHANET:1788 | UMLS:C1860119 |,1,Q21154051 | ,True
484,OMIM:201180 | ORPHANET:1784 | UMLS:C1860118 |,1,Q4675773 | ,False
6543,OMIM:201200 | ORPHANET:2500 |,2,Q6822520 | Q4675775 | ,
125,OMIM:101850 | ORPHANET:38 | UMLS:C0545044 |,1,Q4675781 | ,False
500,OMIM:102100 | UMLS:C1321495 |,1,Q7368611 | ,True
501,OMIM:102150 | ORPHANET:965 | UMLS:C0796280 |,1,Q55780289 | ,True
10194,OMIM:606049 | UMLS:C1853757 |,1,Q55783439 | ,True
502,,0,,
5725,ORPHANET:963 |,1,Q189580 | ,True
4500,,0,,
5539,OMIM:603671 | ORPHANET:1827 |,1,Q21124508 | , has more than one gard id
6,ORPHANET:93437 | OMIM:602875 |,2,Q18553753 | Q18553752 | ,
505,UMLS:C2930969 |,0,,
506,OMIM:201250 | ORPHANET:968 |,1,Q18553754 | ,False
507,OMIM:602875 | ORPHANET:40 |,1,Q18553753 | ,True
7,OMIM:102370 | ORPHANET:969 | UMLS:C0265287 |,1,Q4676182 | ,True
508,OMIM:102400 | ORPHANET:955 | UMLS:C2930971 | OMIM:102500 |,1,Q632228 | ,True
8485,OMIM:605967 | ORPHANET:85203 | UMLS:C1853812 |,1,Q4676385 | ,True
512,OMIM:102510 | ORPHANET:957 | UMLS:C1863307 |,1,Q55780292 | ,True
480,OMIM:200980 | ORPHANET:958 | UMLS:C1860166 |,1,Q55781627 | ,False
514,OMIM:201310 | UMLS:C0796290 |,1,Q21124511 | ,False
5726,,0,,
5613,OMIM:300387 |,1,Q18965508 | ,False
12743,,0,,
10824,OMIM:219080 | ORPHANET:189427 |,1,Q55781784 | ,True
12867,ORPHANET:96253 | OMIM:219090 |,2,Q18557438 | Q1947304 | ,
9619,UMLS:C0267026 |,0,,
12673,ORPHANET:254395 |,1,Q55786414 | ,True
5728,,0,,
12634,OMIM:610251 |,1,Q28135156 | ,True
518,,0,,
9394,,0,,
8639,ORPHANET:83597 | UMLS:C0014059 |,1,Q424242 | ,True
9620,ORPHANET:318 |,1,Q3843804 | , has more than one gard id
9578,UMLS:C1455728 | ORPHANET:243367 |,1,Q4677929 | ,True
521,OMIM:608068 | ORPHANET:3243 |,1,Q1514476 | ,False
13142,,0,,
6544,UMLS:C0018133 |,1,Q1194520 | ,False
8629,OMIM:606752 | UMLS:C0014077 |,1,Q18966598 | ,True
5732,OMIM:176000 | ORPHANET:79276 |,1,Q424247 | ,True
12835,ORPHANET:79126 |,1,Q424258 | ,True
8638,ORPHANET:86851 |,1,Q56014310 | ,False
522,ORPHANET:513 | OMIM:613065 |,1,Q180664 | ,False
523,,0,,
524,ORPHANET:518 | UMLS:C0023462 |,1,Q4677933 | ,True
525,ORPHANET:514 |,1,Q4677938 | ,True
5730,,0,,
527,ORPHANET:98834 |,1,Q56014406 | ,True
526,ORPHANET:98833 |,1,Q55779856 | ,True
12757,ORPHANET:519 | OMIM:601626 |,1,Q264118 | , has more than one gard id
536,UMLS:C0023479 | ORPHANET:98829 |,2,Q4677943 | Q56014405 | ,
12759,ORPHANET:402020 |,1,Q55788081 | ,True
12758,ORPHANET:98277 |,1,Q56014396 | ,True
529,ORPHANET:517 |,1,Q4677943 | ,True
13233,SNOMED CT:111897007 |,0,,
5736,UMLS:C0017575 |,1,Q539465 | ,True
537,UMLS:C0023467 |,1,Q264118 | , has more than one gard id
11907,ORPHANET:86843 |,1,Q4677944 | ,True
2183,UMLS:C0154884 |,1,Q4677946 | ,True
538,OMIM:612376 | ORPHANET:520 | UMLS:C0023487 |,1,Q612108 | ,True
5698,,0,,
8640,UMLS:C0730298 |,1,Q794002 | ,True
377,OMIM:102650 | ORPHANET:973 | UMLS:C0220660 |,1,Q55780295 | ,True
5739,OMIM:100300 | ORPHANET:974 | UMLS:C0265268 |,1,Q351708 | ,True
12722,ORPHANET:324588 | OMIM:606703  |,1,Q55783466 | ,False
5740,ORPHANET:85138 | OMIM:240200 |,1,Q8282 | ,True
545,OMIM:601776 | UMLS:C2931780 |,1,Q55783225 | ,True
546,OMIM:102600 | ORPHANET:976 | UMLS:C0268120 |,2,Q4682223 | Q14878325 | ,
5741,UMLS:C0334302 |,0,,
10564,,0,,
5743,,0,,
5745,,0,,
9636,UMLS:C2103110 |,1,Q7902645 | ,False
12383,ORPHANET:404553 | OMIM:615688 |,1,Q56003340 | ,False
5748,OMIM:102700 | ORPHANET:277 |,1,Q1055374 | ,True
547,OMIM:615511 | UMLS:C0268123 | ORPHANET:45 |,2,Q56003296 | Q1956662 | ,
13107,UMLS:C3896969 |,0,,
550,OMIM:103050 | ORPHANET:46 |,1,Q4682317 | ,True
12550,OMIM:136000  | ORPHANET:289465 |,1,Q356410 | ,True
5749,OMIM:103100 |,1,Q357067 | ,True
5750,OMIM:103200 | ORPHANET:36397 | UMLS:C0001529 |,1,Q1615557 | ,True
8641,,0,,
12931,ORPHANET:404448 | OMIM:615873 |,1,Q50349632 | ,False
5751,UMLS:C0750887 |,1,Q18556128 | ,True
5755,UMLS:C0596046 |,1,Q18556968 | ,True
558,OMIM:202300 | ORPHANET:1501 |,1,Q918285 | ,True
10614,OMIM:300100 | ORPHANET:139399 | UMLS:C1527231 |,3,Q3310134 | Q366964 | Q55345732 | ,
562,OMIM:300270 | ORPHANET:977 |,1,Q19258490 | ,True
10973,ORPHANET:79262 |,9,Q32140661 | Q32140575 | Q32140605 | Q32140622 | Q32140515 | Q32140531 | Q4358039 | Q55346074 | Q32140634 | ,
108,OMIM:263570 | ORPHANET:206583 | UMLS:C1849722 |,1,Q30314035 | ,True
9132,,0,,
384,OMIM:103285 | ORPHANET:978 | UMLS:C1863204 |,1,Q9390205 | ,True
13103,ORPHANET:86875 | ICD 10:C91.5 |,1,Q379054 | ,True
10215,OMIM:603471 | UMLS:C1863844 | ORPHANET:247585 |,3,Q859142 | Q55786326 | Q2974525 | ,
11992,ORPHANET:306431 |,1,Q4685878 | ,True
12824,UMLS:C0546123 | ORPHANET:171442 |,1,Q18217268 | ,True
436,ORPHANET:829 | UMLS:C0085253 |,1,Q1187697 | ,True
10909,OMIM:608161 | ORPHANET:99000 |,3,Q56014647 | Q55999761 | Q830265 | ,
9242,OMIM:604348 | ORPHANET:164736 | UMLS:C1858496 |,2,Q1125121 | Q27677588 | ,
12407,,0,,
9779,UMLS:C2931717 |,0,,
5761,OMIM:202400 | ORPHANET:98880 |,1,Q5160407 | ,False
10007,OMIM:300310 | UMLS:C1845903 |,2,Q55999505 | Q283108 | ,
10011,OMIM:610483 | UMLS:C1864848 |,1,Q55783750 | ,False
9640,UMLS:C1832241 | ORPHANET:33110 |,0,,
133,OMIM:202550 | ORPHANET:99740 |,1,Q55781631 | ,False
4203,UMLS:C1868659 | ORPHANET:2805 | OMIM:167755 |,3,Q18553528 | Q18412084 | Q55950296 | ,
10493,UMLS:C1292777 |,1,Q4692280 | ,True
9211,,0,,
10125,UMLS:C2931718 |,0,,
8,,0,,
572,,0,,
573,,0,,
5763,,0,,
5764,OMIM:304050 | ORPHANET:50 | UMLS:C0175713 |,1,Q403463 | ,True
575,OMIM:225750 | ORPHANET:51 |,1,Q403453 | ,True
10893,OMIM:225750 |,1,Q403453 | ,False
10894,OMIM:610181 |,1,Q403453 | ,False
10895,OMIM:610329 |,1,Q403453 | ,False
10896,OMIM:610333 |,1,Q403453 | ,False
10151,OMIM:612952 | ORPHANET:51 | UMLS:C2749659 |,1,Q403453 | ,False
8250,UMLS:C0001849 |,0,,
5765,,0,,
9512,OMIM:103400 | UMLS:C0001860 |,1,Q2161046 | ,True
12035,,0,,
577,UMLS:C2930948 |,0,,
578,OMIM:304200 | UMLS:C0795848 |,1,Q5196861 | ,False
579,UMLS:C2930949 |,0,,
5797,,0,,
583,ORPHANET:2865 | UMLS:C2930950 |,1,Q55786978 | ,False
586,UMLS:C2930951 |,0,,
587,ORPHANET:2773 | UMLS:C2930952 |,1,Q55345985 | ,True
10054,OMIM:609465 | UMLS:C1836121 |,1,Q42430488 | ,True
9212,OMIM:276820 | ORPHANET:2879 | UMLS:C1848651 |,1,Q55782374 | ,False
584,OMIM:235760 | ORPHANET:2153 | UMLS:C1856110 |,1,Q55781936 | ,False
804,OMIM:118450 | ORPHANET:52 |,1,Q1544408 | ,True
10574,OMIM:300600 | UMLS:C0268505 |,3,Q18553368 | Q81867 | Q9190381 | ,
5026,OMIM:202900 | ORPHANET:3199 | UMLS:C1859965 |,1,Q7617360 | ,False
5768,UMLS:C0001916 |,1,Q81867 | ,True
589,OMIM:300700 | UMLS:C1845068 | ORPHANET:998 |,2,Q81867 | Q4712419 | ,
592,OMIM:300650 | ORPHANET:1000 | UMLS:C1845069 |,1,Q81867 | ,False
8346,OMIM:203280 | UMLS:C2931403 |,0,,
596,,0,,
5770,OMIM:103580 | ORPHANET:665 |,2,Q4712685 | Q1477265 | ,
8360,OMIM:312600 | UMLS:C0795873 |,1,Q27677814 | ,False
5774,OMIM:203450 | ORPHANET:58 |,1,Q567820 | ,True
13023,,0,,
9838,OMIM:608540 | ORPHANET:79327 |,1,Q18553313 | ,False
12396,ORPHANET:280071 | OMIM:613661 |,1,Q18553313 | ,False
9833,ORPHANET:79324 | OMIM:607143 |,1,Q18553313 | ,False
12401,ORPHANET:324422 | OMIM:300884 |,2,Q54553171 | Q18553313 | ,
9836,OMIM:607906 | ORPHANET:79326 |,1,Q18553313 | ,False
9827,ORPHANET:79321 | OMIM:601110 |,1,Q18553313 | ,False
9829,ORPHANET:79320 | OMIM:603147 |,1,Q18553313 | ,False
9834,OMIM:608104 | ORPHANET:79325 |,1,Q18553313 | ,False
9839,ORPHANET:79328 | OMIM:608776 |,1,Q18553313 | ,False
12149,,0,,
10577,NCI Thesaurus:CL494765 |,0,,
5775,OMIM:203500 | ORPHANET:56 |,1,Q651680 | ,True
124,ORPHANET:1526 |,0,,
5617,UMLS:C0795889 | OMIM:300523 | ORPHANET:59 |,1,Q4731121 | ,True
5776,UMLS:C0008728 |,1,Q32811 | ,False
602,OMIM:103920 | ORPHANET:1164 |,1,Q1430844 | ,True
5779,UMLS:C0014072 |,0,,
417,UMLS:C2931405 |,0,,
606,OMIM:203600 | ORPHANET:2574 | UMLS:C0265328 |,1,Q55781639 | ,False
4291,OMIM:610422 | UMLS:C1835852 |,2,Q55999861 | Q55781640 | ,
610,OMIM:225280 | UMLS:C2931407 |,1,Q5322931 | ,False
614,OMIM:104000 | ORPHANET:701 |,1,Q5075435 | ,False
615,UMLS:C2931408 |,0,,
607,OMIM:104130 | ORPHANET:1008 | UMLS:C1863090 |,1,Q55780307 | ,False
605,ORPHANET:1005 | OMIM:203550 | UMLS:C0795895 |,1,Q4734606 | ,True
612,OMIM:203650 | UMLS:C1859878 | ORPHANET:2850 |,1,Q55781640 | ,False
5783,OMIM:203700 | ORPHANET:726 |,2,Q32136975 | Q2028015 | ,
5784,OMIM:613490 | ORPHANET:60 | UMLS:C0221757 |,1,Q1327712 | ,True
617,OMIM:203740 | ORPHANET:31 | UMLS:C2752074 |,1,Q55781641 | ,False
6968,OMIM:248500 | ORPHANET:61 |,1,Q250449 | ,True
621,OMIM:604131 | ORPHANET:846 | UMLS:C0002312 |,1,Q288714 | ,True
5864,OMIM:301040 | ORPHANET:847 | UMLS:C1845055 |,1,Q2613277 | ,True
362,,0,,
5785,OMIM:301050 | ORPHANET:63 |,2,Q1331116 | Q27677597 | ,
9213,UMLS:C2931255 |,0,,
5787,OMIM:203800 | ORPHANET:64 | UMLS:C0268425 |,2,Q432814 | Q18553270 | ,
11,OMIM:104290 | ORPHANET:2131 |,1,Q2632848 | ,True
8357,UMLS:C0311227 | ICD 10:J63.0 |,0,,
8644,OMIM:265380 | ORPHANET:210122 | UMLS:C2960310 | SNOMED CT:447275002 |,2,Q7170410 | Q4737942 | ,
207,,0,,
5654,OMIM:606243 | ORPHANET:163699 | UMLS:C0206657 |,1,Q4063436 | ,True
9465,OMIM:104300 | ORPHANET:98926 |,3,Q60195345 | Q55345648 | Q5326566 | ,
9467,OMIM:104310 | ORPHANET:98927 |,1,Q27677598 | ,False
9468,OMIM:607822 | ORPHANET:98928 | UMLS:C1843013 |,1,Q27677605 | ,False
9469,OMIM:606889 | UMLS:C1847200 |,1,Q27677602 | ,False
7190,OMIM:604154 | UMLS:C1858751 |,1,Q55345770 | ,False
637,OMIM:204110 | UMLS:C1859843 |,1,Q55781644 | ,True
9660,UMLS:C0149793 |,1,Q2146228 | ,True
8206,OMIM:145701 | ORPHANET:1023 | UMLS:C1840362 |,2,Q55345960 | Q32146666 | ,
652,,0,,
11855,ORPHANET:314422 |,1,Q55779974 | ,True
5747,,0,,
5791,ORPHANET:88661 | UMLS:C0002452 |,1,Q461854 | ,True
8349,OMIM:301100 | UMLS:C0399372 |,1,Q56013659 | ,False
9860,UMLS:C0403549 |,1,Q27164432 | ,False
9943,OMIM:301200 |,1,Q27674802 | ,True
645,OMIM:104530 |,1,Q27674799 | ,True
646,OMIM:204690 | ORPHANET:1031 |,1,Q27164432 | ,False
9495,OMIM:204700 | UMLS:C1290537 |,1,Q27674801 | ,True
9944,OMIM:301201 |,1,Q27674804 | ,False
647,OMIM:104570 | ORPHANET:1028 | UMLS:C1863006 |,1,Q55780312 | ,True
763,OMIM:204730 | UMLS:C1859818 |,1,Q55781645 | ,True
5794,UMLS:C0238621 |,1,Q4746440 | ,True
9741,OMIM:609924 | ORPHANET:137754 | UMLS:C1835922 |,1,Q28208917 | ,True
4445,,0,,
8606,OMIM:607196 | ORPHANET:99742 | UMLS:C1846648 |,1,Q55783488 | ,True
8334,OMIM:605355 | ORPHANET:98902 | UMLS:C1854380 |,1,Q32144946 | ,False
12761,ORPHANET:86845 |,1,Q56014308 | ,False
429,OMIM:217100 | ORPHANET:1034 |,2,Q473753 | Q5164383 | ,
12650,,0,,
654,,0,,
8708,UMLS:C0206247 |,0,,
10560,UMLS:C0221014 |,1,Q2844591 | ,True
10563,UMLS:C0268405 |,0,,
1026,,0,,
9647,OMIM:204870 | ORPHANET:98957 | UMLS:C0339273 |,1,Q4178686 | ,True
8282,OMIM:105200 | ORPHANET:85450 | UMLS:C0268389 |,1,Q13581332 | ,True
10562,,0,,
657,OMIM:204850 | UMLS:C1859815 |,1,Q55781649 | ,True
9907,UMLS:C0406645 | ORPHANET:221 |,1,Q681160 | ,False
5798,OMIM:205000 | UMLS:C0002735 |,0,,
5786,OMIM:105400 | ORPHANET:803 |,2,Q206901 | Q18553713 | ,
10497,UMLS:C2677565 |,0,,
10496,UMLS:C2675491 |,0,,
9470,UMLS:C1859807 |,0,,
10501,UMLS:C1847735 |,0,,
10502,UMLS:C1865409 |,0,,
10503,UMLS:C1865864 |,0,,
9874,OMIM:608030 |,2,Q18553716 | Q206901 | ,
10500,UMLS:C1842674 |,0,,
10499,UMLS:C1837728 |,0,,
10498,UMLS:C2678468 |,0,,
9239,OMIM:105500 | ORPHANET:90020 | UMLS:C0543859 |,1,Q3508653 | ,False
10314,OMIM:181405 | UMLS:C0751335 |,2,Q55950307 | Q55345724 | ,
9300,,0,,
9822,OMIM:105563 | UMLS:C1862936 |,1,Q55780317 | ,True
5860,UMLS:C0334579 | ORPHANET:251589 |,1,Q486092 | ,True
10634,UMLS:C0280788 |,1,Q55786378 | ,True
10639,ORPHANET:251957 | UMLS:C0431112 |,1,Q19001038 | ,True
3112,OMIM:105590 | UMLS:C0206180 |,1,Q486090 | ,True
10637,UMLS:C0431108 |,1,Q55786379 | ,True
9472,UMLS:C0334590 | ORPHANET:251630 |,1,Q19000887 | ,True
7404,,0,,
13624,ICD 10:C71.9 |,1,Q4811532 | ,False
9477,UMLS:C1335983 |,0,,
664,UMLS:C0238461 |,1,Q19000862 | ,False
9657,OMIM:607095 | ORPHANET:93347 | UMLS:C1846796 |,1,Q18553372 | ,True
13011,ORPHANET:156152 |,0,,
9742,ORPHANET:78 |,1,Q137597 | ,False
1537,OMIM:218000 | ORPHANET:1496 | UMLS:C0795950 |,1,Q32038763 | ,False
9453,OMIM:170390 | ORPHANET:37553 | UMLS:C1563715 |,1,Q773118 | ,True
5803,OMIM:300068 | ORPHANET:754 |,4,Q17012451 | Q2037224 | Q473262 | Q512313 | ,
10596,,0,,
548,OMIM:102800 | ORPHANET:1044 | UMLS:C1863225 |,1,Q55780298 | ,True
668,ORPHANET:2802 | OMIM:301310 | UMLS:C1845028 |,1,Q2376219 | ,False
5808,OMIM:206500 | ORPHANET:1048 |,1,Q529292 | ,True
669,OMIM:301410 | UMLS:C2931178 |,2,Q55999545 | Q548213 | ,
670,ORPHANET:1054 |,1,Q4761767 | ,True
10033,OMIM:608542 | ORPHANET:216892 | UMLS:C1837894 |,1,Q6058359 | ,False
8646,UMLS:C0152244 |,0,,
671,OMIM:105835 | ORPHANET:63442 | UMLS:C1739384 |,1,Q55780321 | ,False
5810,OMIM:105830 | ORPHANET:72 |,1,Q535364 | ,True
673,UMLS:C0017531 |,1,Q1947302 | ,False
5811,UMLS:C0020981 |,1,Q4763257 | ,False
11973,ORPHANET:86886 |,1,Q4763257 | ,True
676,OMIM:106070 | ORPHANET:1062 | UMLS:C1275084 |,1,Q55780322 | ,False
10189,OMIM:106050 | ORPHANET:95429 | UMLS:C1970130 |,1,Q4763279 | ,False
10188,OMIM:300652 | ORPHANET:95429 | UMLS:C0263637 |,1,Q4763279 | ,False
8587,OMIM:206570 | UMLS:C1859783 |,1,Q9190342 | ,True
679,,0,,
3330,UMLS:C0017531 |,1,Q1947302 | ,False
8313,,0,,
9974,UMLS:C1332614 |,1,Q18556357 | ,True
5813,UMLS:C0345907 |,1,Q18555157 | ,True
5814,,0,,
683,UMLS:C0392662 |,1,Q2558586 | ,True
5816,OMIM:106210 | ORPHANET:77 | UMLS:C0003076 |,1,Q548719 | ,True
689,ORPHANET:1067 |,1,Q55785318 | ,False
685,OMIM:106220 | ORPHANET:1069 | UMLS:C1862868 |,1,Q55780324 | ,True
